"row.names","subject","question","correct_response","response","score"
"11689","189","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I don't know. I don't understand the concept of generators. ",0
"11737","190","What is the inverse of 5 under <img src=./images/nonagon_symbol.png style=width:14px;height:14px>?","4","Not sure",0
"11738","190","What is the inverse of 2 under <img src=./images/nonagon_symbol.png style=width:14px;height:14px>?","7","Not sure",0
"11739","190","What is the inverse of 0 under <img src=./images/nonagon_symbol.png style=width:14px;height:14px>?","0","Not sure. Not understanding the inverse.",0
"11747","190","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"No idea.",0
"11774","191","What is 4 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 3? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result.)","1","1
",0
"11815","191","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm not sure of the pattern if there is one. ",0
"11873","192","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"no because I'm not sure ",0
"11931","193","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"i don't know the answer to this",0
"11989","194","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I honestly have no clue",0
"12038","195","What is the inverse of 2 under <img src=./images/nonagon_symbol.png style=width:14px;height:14px>?","7","8 ",0
"12047","195","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"odd numbers are usually generators",0
"12096","196","What is 3 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 3?","6","6 ",1
"12114","196","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"There is no pattern.",0
"12172","197","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"1",0
"12230","198","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I'm completely confused",0
"12288","199","Is there a pattern to which elements are generators? How can you know if an element  x is a g enerator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"Whether or not it is evenly divisible with n",0
"12346","200","Is there a pattern to which elements are  generat ors? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I had to actually do it with each one.  I did not figure out the pattern/formula of how it worked. I am sure there is a pattern that would make it easier but I do not see it or know what it is.",0
"12404","201","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"not sure if there is a pattern",0
"12462","202","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"Im not sure but i think its 0.",0
"12520","203","Is there a pattern to wh ich elem ents are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"Yes, as the add up the N",0
"12578","204","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"You may as well be speaking a foreign language to me at this point. Literally the only thing I understood about this task was the very first part.",0
"12589","204","Please answer the following question:<br /><br />What is the inverse of 0 under <img src=./images/nonagon_symb ol.png  style=width:14px;height:14px>?","0","4.5",0
"12645","205","Is there a pattern to which elements are generators? How can you  know if  an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I had trouble visualizing this, on the problems I actually wrote the first one completely out so I could see it and then used the nonagon to figure out the others.  I'm sure there is a pattern - I just can't see it.",0
"12712","206","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I hav e absolutely no idea.",0
"12770","207","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make  all the  elements?.",,"If n is divisible by a number, that number cannot be a generator. But if n is not evenly divisible by a number, then that number can generate any number.",0
"12828","208","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"no",0
"12886","209","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"You can take the number and see if it passes the generator.",0
"12944","210","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I can't think of any patterns.",0
"13011","211","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If the highest number in the wheel is even, then odd elements are more likely to be generators. If the highest number in the wheel is odd, then even elements are likely to be generators. ",0
"13032","212","What is 3 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 2? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result.)","5","5 ",1
"13052","212","What is 7 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4?","2","12",0
"13069","212","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"i dont know",0
"13127","213","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm totally lost with the (N).  My brain just can't comprehend this!",0
"13136","213","Please answer the following question:<br /><br />What is the inverse of 4 under <img src=./images/nonagon_symbol.png style=width:14px;height:14px>?","5","The inverse of 4 is 5.  It takes 5 clicks clockwise to get to 0, which is the identity.",0
"13194","214","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"You cannot be sure without seeing the elements",0
"13218","215","What is 3 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 0? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result.)","3"," 3",1
"13252","215","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"1s. Not sure about other numbers.",0
"13311","216","What is the inverse of 2 under +<sub>9</sub>?","7","11",0
"13320","216","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I am not sure if there is a pattern",0
"13378","217","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"A number that is a positive number",0
"13436","218","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make al l the el ements?.",,"I am not sure.",0
"13503","219","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"That is what *I* would like to know! In order to be a generator, X has to make every other element under +n. But that sounds like gibberish to me without any actual numbers to plug in.",0
"13561","220","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I don't know.
",0
"13570","220","Please answer the following question:<br /><br />What is the inverse of 4 under <img src=./images/nonagon_symbol.png style=w idth:14p x;height:14px>?","5","I don't understand this.   I've spent a lot of time to this point working on giving my best answers, but this is way over my head.  I'm sorry.",0
"13572","220","Please answer the following question:<br /><br />What is the inverse of 0 under <img src=./images/nonagon_symbol.png style=width:14px;height:14px>?","0","I don't understand this.   I've spent a lot of time to this point working on giving my best answers, but this is way over my head.  I'm sorry.",0
"13628","221","Is there a pattern to which elements are generators? How can you know if an element x is  a gener ator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm not sure",0
"13686","222","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"Unknown.",0
"13744","223","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I cannot think of any patterns which would apply.",0
"13802","224","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the  element s?.",,"I'm not sure if there is a pattern. I still don't quite understand how the generator part works to understand exactly how some numbers work for it and some don't.",0
"13860","225","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm not sure if there's a pattern, but since one of the previous questions asked about n-1 and 5 was a generator for n=6, I  wonder i f an element x is a generator under n if it's n-1.",0
"13927","226","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symb ol.png  style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm sure there is arithmetic involved.
",0
"13936","226","Please answer the following question:<br /><br />What is the inverse of 4 under <img src=./images/nonagon_symbol.png style=width:14px;height:14px>?","5","don't know",0
"13994","227","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If it is divisable",0
"14052","228","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"By  factoring in all of the elements together",0
"14111","229","What is the inverse of 0 under +<sub>9</sub>?","0","2+7",0
"14119","229","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I  don't see it.",0
"14177","230","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If it is evenly divisible.",0
"14235","231","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"There seems to be a pattern but I only understand the rule by finding how many elements it can make.",0
"14302","232","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"x is a generator under (n) if x and n do not share a factor >1",0
"14369","233","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I'm sure there is, there always is, but I would h ave to w rite it out to come up with the function. In general, I think the pattern has to do with  there being a forumla that can result in the sequential numbers up to N.",0
"14427","234","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"i don't remember generator anymore!",0
"14495","235","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"yes,if it`s bigger than x",0
"14562","236","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I'm not sure , I'm still confused on this aspect.",0
"14620","237","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"THere is no pattern that I have been able to make out.",0
"14669","238","What is 3 +<sub>9</sub> 3?","6","-3",0
"14677","238","What is the inverse of 5 under +<sub>9</sub>?","4","cant remember ",0
"14687","238","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I personally cant know",0
"14745","239","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"If t he numbe r can add up to n+1 it will be a generator.",0
"14803","240","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"Yes. If the element is a multiplier of n (or the result of a multiplier of n), then it will not be a generator. for instance, if n=8, then 2 and 4 are not a generator.",0
"14861","241","Is there a pattern to which elements are generators? How can you know if an element x is a gener ator und er <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"No idea ",0
"14891","242","Now you try! What is the inverse of 4 under +<sub>6</sub>? <br /><br /> (Remember, the inverse of an element is the thing which you combine with it to produce the identity.)","2","10",0
"14919","242","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"It depends on if n is odd or even.  Even numbers need even numbers to be generators.  Odd numbers need odd numbers to be generators.",0
"14977","243","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"Dont know",0
"15035","244","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"numbers that have inclusive and exclusive multiples with n",0
"15056","245","What is 3 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 2? Try to solve this problem using the hexagon. <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px> on the hexagon, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, and then move the arrow the second number of points clockwise around the hexagon.)","5","5
",0
"15103","245","Is there a pattern to which elements are generators? How can you know if an element x is a  generato r under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I think multiples of that number need to fit within the boundaries of n. However, I still don't understand the generator rule.",0
"15170","246","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"If it is a multiple of the number or divisible by it.",0
"15196","247","What is 1 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 3? Try to solve this problem using the arithmetic technique. <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px> by arithmetic, you start with the first number, and then add the second one to it. If the sum is smaller than 6, that's your result. If the sum is 6 or bigger, you subtract 6 to get your result.)","4"," 4",1
"15228","247","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If X is a factor of n, then it will not be able to be a generator, example if n was 6, then 2 or 3 could not be generators as they are factors of n. ",0
"15295","248","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"N and X can have no common denominators",0
"15353","249","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"It n eeds to  be a prime number within the set? ",0
"15420","250","Is there a pattern to which elements are generators? How can you know if an element x is a gener ator und er <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If I'm understanding correctly, all odd numbers should be generators.",0
"15453","251","What is the inverse of 2 under <img src=./images/hexagon_symbol.png style=width:14px;height:14px>? <br /><br /> (Remember, the inverse of an element is the thing which you combine with it to produce the identity.)","4","4 ",1
"15461","251","What is 7 <img src=./images/nonagon_symbol.png style=width:14px;h eight:14 px> 4?","2","2
",0
"15478","251","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"You can tell if N is divisible by x.",0
"15536","252","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"look for multiples",0
"15556","253","Now try one on your own! What is 4 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 5? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result.)","3","3
",0
"15557","253","What is 3 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 2? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result.)","5","5
",0
"15604","253","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"i do not believe that it is possible to determine a generator without knowing the polygon's shape",0
"15662","254","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I don't remember",0
"15729","255","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I think if a number or one of its multiples is either 1 greater or 1 less than the n or one of its multiples, then the number is a generator. There is probably a better way to phrase that, but I can't think of it. And if x is a generator, then the inverse of x is also a generator.",0
"15781","256","What is 5 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4?","0","0 ",1
"15796","256","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"i have no clue at all. this part is so confusing and im really trying to grasp it.",0
"15854","257","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"See if the element x is not a multiple of the +n.",0
"15912","258","Is t here a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If the number is divisible into the total shape number (aka 2 into 10, or 5 into 10) then it will not be a generator. Similarly, any multiples of said numbers cannot be generators either.",0
"15970","259","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If n is odd and x=2, then  yes, tha t always works.  This is the only pattern I have been able to discern.",0
"16028","260","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm sure there is a patt ern, but  I personally don't know what it is and can't think of what it would be. ",0
"16095","261","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If n is divisible by x it is NOT a generator under (n), unless x = 1. ",0
"16162","262","Is there  a patte rn to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"i was going by if the generator and n are both even or odd",0
"16230","263","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it c an make  all the elements?.",,"I don't know, this part of the study is ridiculously hard",0
"16288","264","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"not sure",0
"16355","265","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;heig ht:14px> without seeing whether it can make all the elements?.",,"odd numbers ",0
"16413","266","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I have a rough idea that there are patterns. For example, 2 would not be a generator if there were an even number of sides, as it would merely rotate around. I am not sure of a pattern that would always apply however.",0
"16471","267","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"x+(x+1)=0-1 
In a four sided polygon, starting at 1 and going 2 clockwise would result in 3.",0
"16506","268","What is 1 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 3? Try to solve this problem using the arithmetic technique. <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px> by arithmetic, you start with the first number, and then add the second one to it. If the sum is smaller than 6, that's your result. If the sum is 6 or bigger, you subtract 6 to get your result.)","4","4
",0
"16548","268","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ ngon_sym bol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"by working out equations using different numbers?",0
"16615","269","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm not sure.",0
"16673","270","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"1 is always a generator.  n-1 is always a generator.  All numbers that have no common factors with n will be generators.  So, for example, for n=7, 1,2,3,4,5,6 are all generators because they share no common factor with 7, which is prime.  For n=6, only 1 and 5 are generators because 2,3,and 4 have common factors with 6.  I think that's how it works.",0
"16731","271","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I believe that any number can be a generator as long as: if n is odd then x must be odd, or if n is even then x must be even.",0
"16789","272","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"i did not notice a pattern",0
"16847","273","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"i cannot tell if there is",0
"16914","274","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"If it can be equal to 1.",0
"16972","275","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I don't know",0
"16992","276","Now try one on your own! What is 4 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 5? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result.)","3","4 then 2",0
"17009","276","What is 5 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 1? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result.)","0","0
",0
"17010","276","What is 1 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 0? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number on the hexagon, then move the arrow the second  number o f points clockwise around the hexagon. The number the arrow arrives at is your result.)","1","1
",0
"17040","276","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"no clue",0
"17098","277","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"You can guess by moving up in numeric order, but that would be assuming what you do not know. I'd say it is safer not to guess generations in this situation.",0
"17135","278","What is 0 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 5? <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px>, you can either use a method based on the hexagon at right, or a method based on arithmetic.<br /><br /><b>Hexagon method:</b> you can use the interactive diagram on the right, or perform the operation in your mind. Point the arrow at the first number, then move the arrow the second number of points clockwise around the hexagon. The number the arrow arrives at is your result. <br /><br /><b>Arithmetic method:</b> you start with the first number, and then add the second one to it. If the sum is smaller than 6, that's your result. If the sum is 6 or bigger, you subtract 6 to get your result.)","5"," 5",1
"17165","278","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"Don't know",0
"17232","279","Is there a pattern to which elements are generators? How can you know if an element x is a generato r under  +<sub>n</sub> without seeing whether it can make all the elements?.",,"I think only odd numbers can be generators but I'm not positive. ",0
"17290","280","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14p x> wit hout seeing whether it can make all the elements?.",,"I don't know.",0
"17347","281","What is the inverse of 5 under +<sub>9</sub>?","4","14",0
"17348","281","What is the inverse of 2 under +<sub>9</sub>?","7","11",0
"17357","281","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I don't know.",0
"17415","282","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"im not sure",0
"17473","283","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I don't know. I am sure there is. I want to go back and read about the generators since I seem to have problems with those questions. ",0
"17499","284","What is 1 <img src=./images/hexagon_symbol.png style=width:14px;height:14px> 3? Try to solve this problem using the arithmetic technique. <br /><br /> (Remember, to perform <img src=./images/hexagon_symbol.png style=width:14px;height:14px> by arithmetic, you start with the first number, and then add the second one to it. If the sum is smaller than 6, that's your result. If the sum is 6 or bigger, you subtract 6 to get your result.)","4"," 4",1
"17521","284","What is the inverse of 5 under <img src=./images/nonagon_symbol .png s tyle=width:14px;height:14px>?","4","4, because that's what you'd add to 5 here to get zero. ",1
"17531","284","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I'm going to be honest, I'm not sure. ",0
"17598","285","Is there a pattern to which elements are generators? How can you know if an element x is a generator under +<sub>n</sub> without seeing whether it can make all the elements?.",,"I'm not sure if there is a pattern.",0
"17656","286","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"the generators confuse me. I do not know how to tell if an element is a generator or not.",0
"17714","287","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"do not know.",0
"17756","288","What is 1 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 8?","0","0 ",1
"17772","288","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"I don't see a pattern, seems like it has to be worked out each time.",0
"17839","289","Is there a pattern to which elements are generators? How can you know if an element x is a generator under <img src=./images/ngon_symbol.png style=width:14px;height:14px> without seeing whether it can make all the elements?.",,"If N is an odd or even number than a generator will either always be even or odd.",0
