row.names,subject,question,correct_response,response,score,trial_index
4787,82,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\""> ? Please explain in words how you got your answer.",,"yes, because i can use 2 to get to every other number",1,60
4788,82,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, i can only get to 3, 6, and 0 using 3",1,61
4789,82,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, i can use 5 to get to every other number",1,62
4790,82,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your ans wer.",,"no, i can only get to 0, 3, and 6",1,63
4846,83,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no because it does not correspond with the other numbers,0,60
4847,83,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes because almost every number divides into it,0,61
4848,83,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes because 4 would work with it,1,62
4849,83,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes because it would work with 3,0,63
4903,84,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, can't make 1",0,58
4904,84,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, can't make 1 or 2",1,59
4905,84,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, can't make 1 thru 4",0,60
4906,84,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, can't make 1 thru 5",1,61
4960,85,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes. It lets every number have a t urn on t his dial.,1,58
4961,85,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No. If I jump 3 spots on this dial I will not come upon every number.,1,59
4962,85,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes. Because as I jump 5 digits I will come to every number eventually.,1,60
4963,85,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No. After a few turns It becomes clear that not every number will come up.,1,61
5019,86,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes, because its able to produce all the other numbers.",1,60
5020,86,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, it is incapable of producing 1",1,61
5021,86,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"5*1=5, 5*2=10-9=1, 5*3=15-9=6, 5*4=20-9-9=2, 7,3.... Yes, it's able to produce all the other numbers.",1,62
5022,86,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"6*1=6; 6*2=12-9=3; 6*3=18-9-9=0; 6*4=24-9-9=6. No, it is not capable of producing all the other numbers",1,63
5076,87,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no you cant get 1 3 5,0,58
5077,87,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,you can get 0-9 using 3,0,59
5078,87,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no you cant get all numbers,0,60
5079,87,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"no, i cant get many numbers",1,61
5133,88,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because there is no way to  make 2,  5, 7 under 9.",0,58
5134,88,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because there is no way to make 1, 2, 4, 5, 7, 8 under 9.",1,59
5135,88,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your ans wer.,,"No, because there is no way to make 2, 3, 4, 5, 7, 8 under 9 with just 5.",0,60
5136,88,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because there is no way to make 1, 2, 4, 5, 6, 7, 8 under 9 with just 6.",1,61
5192,89,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no,0,60
5193,89,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no because it doesn't line up with 0. I'm sorry I am a little confused.,1,61
5194,89,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, because it's not even with 0.",0,62
5195,89,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, I\""mnotsurewhy.Ihavelosttheabilitytounderstandthispart.",1,63
5249,90,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, there are a lot of ways to get to 2. and multiples of it (4, 8)",1,58
5250,90,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, I think you can go from 0,3,6, etc. ",0,59
5251,90,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, you can't go back or forward 5 and land on the same (equal) number.",0,60
5252,90,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, you can't land  equally on the same number by moving 6  places.",1,61
5306,91,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because you can't make all of the sums by adding 2 to 2 repeatedly.",0,58
5307,91,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because it is not possible to get all of the numbers 0-5 as answers using only the number 3 as an additive.",1,59
5308,91,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"yes, because you can use 5 to generate every other number below 9",1,60
5309,91,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"no, because you can't use 6 to generate every number under 9",1,61
5365,92,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your a nswer.",,no since not all nuumbers can be made from 2,0,60
5366,92,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no since other numbers can be generated,1,61
5367,92,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes since all numbers can be made from 5,1,62
5368,92,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no since 6 can only can make 3 and 0,1,63
5434,93,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,cant remember,0,80
5435,93,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,i think you just remove 3 from 9,0,81
5436,93,Is 5 a generator under +<sub>9</sub>? Please explain in words  how you  got your answer.,,no because its odd,0,82
5437,93,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes beause its even and equals odd,0,83
5491,94,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes because you can move by 2's and still make other numbers going around in 2s.,1,58
5492,94,"Is 3 a  generato r under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No because you can not make the other numbers using 3 and moving in 3s.,1,59
5493,94,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, because you can make the other numbers by using 5s.",1,60
5494,94,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No because you can only make 3 and 6 from 6 as a generator.,1,61
5550,95,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because 2 added to itself cannot come to equal all of the other numbers.",0,60
5551,95,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because 3 added to itself will come yield all of the other numbers.",1,61
5552,95,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because 5 added to itself will come yield all of the other numbers.",0,62
5553,95,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because 6 added to itself will come yield all of the other numbers.",1,63
5609,96,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please expla in in wo rds how you got your answer.",,"No, because moving 2 positions will never reach every number within the shape no matter where you start from so it is not a generator.",0,60
5610,96,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because moving 3 positions clockwise will only reach 3 locations within the shape so it will not ge nerate e ach number.",1,61
5611,96,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, because eventually moving 5 positions clockwise will eventually generate each number 0-8 no matter the starting position.",1,62
5612,96,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because moving 6 positions clockwile will only reach a few numbers so it cannot generate each number.",1,63
5668,97,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes, because you can make all other numbers with it by adding something",1,60
5669,97,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes, because you can make all other numbers with it",0,61
5670,97,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No because you cannot make all other numbers with it,0,62
5671,97,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No because you cannot make all other numbers with it,1,63
5727,98,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"2 give you 2, 4, 6, and 8 if you start with 2 +9 0 and do +9 operation with 2 successive ly on ea ch answer. When you get to 10, you must subtract nine, which gives you 1. The same is true for every odd number between 0 and 10, and this is suggestive that 2 is a generator for +9",1,60
5728,98,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No. It seems that any number that creates zero with itself under these types of operations is not a generator. 3, no matter how many times operated on with +9, never creates numbers between 0 and 10 other than 3, 6, and 9.",1,61
5729,98,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes. It appears that 5 can create the all numbers betwe en 0 and  10, and this has so far been suggestive that it is an operator.",1,62
5730,98,Is 6 a generator under +<sub>9</sub>? Please explain in  words ho w you got your answer.,,"No. 6 +9 0 = 6. But then 6 +9 6 = 3 and 6 +9 3 = 0. As we discussed, it is almost certain that it is not a generator because it can make 0.",1,63
5786,99,Is 2 a generator under +<sub>9</sub>? Please explain i n words  how you got your answer.,,"i dont think that 2 is a generator under +9,. it wasn't a generator under +6 if i recall correctly. ",0,60
5787,99,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"no, because i dont think that 3 can make all the numbers between 0-8 with +9.",1,61
5788,99,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,i dont think that 5 is a generator under +9 because it doesnt make every number 0-8,0,62
5789,99,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,i dont think that 6 is a generator under +9 because it doesnt make every number 0-8,1,63
5845,100,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your an swer.,,no. I cant think of a combination to make 8,0,60
5846,100,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes. It makes all numbers 1-9,0,61
5847,100,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no. I cant think of a combination  to make 8,0,62
5848,100,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes. i can make all numbers ,0,63
